중구,39620
서구,31909
동구,47482
영도구,33936
부산진구,149798
동래구,101415
남구,100705
북구,106695
해운대구,182121
사하구,115019
금정구,86228
강서구,90046
연제구,125139
수영구,122946
사상구,89033
기장군,87776
