"행정구역별",2021
"행정구역별",전체개통도<br>(B) (m)
"중구",72597
"서구",94955
"동구",99422
"영도구",115376
"부산진구",322228
"동래구",163851
"남구",209840
"북구",149981
"해운대구",312075
"사하구",237924
"금정구",243570
"강서구",562382
"연제구",118345
"수영구",151333
"사상구",194800
"기장군",366281
